0 0 1
0.001 -4.20447e-06 1
0.002 -1.68179e-05 1
0.003 -3.78403e-05 1
0.004 -6.72718e-05 1
0.005 -0.000105111 1
0.006 -0.000151361 1
0.007 -0.000206018 1
0.008 -0.000268951 1
0.009 -0.00034057 1
0.01 -0.000420431 1
0.011 -0.000508646 0.999999
0.012 -0.000605723 0.999999
0.013 -0.000710543 0.999999
0.014 -0.00082414 0.999999
0.015 -0.000945477 0.999999
0.016 -0.00107604 0.999999
0.017 -0.00121455 0.999993
0.018 -0.00136142 0.999995
0.019 -0.00151659 0.999995
0.02 -0.00168185 0.999997
0.021 -0.0018521 0.999988
0.022 -0.00203413 0.999994
0.023 -0.00222272 0.999989
0.024 -0.00241956 0.999985
0.025 -0.0026219 0.99998
0.026 -0.00284139 0.999987
0.027 -0.00306325 0.999982
0.028 -0.00329586 0.999983
0.029 -0.00353249 0.999978
0.03 -0.00378112 0.999969
0.031 -0.00403687 0.999975
0.032 -0.00429953 0.999962
0.033 -0.00457212 0.999953
0.034 -0.00485443 0.999958
0.035 -0.00513872 0.999938
0.036 -0.00543781 0.999936
0.037 -0.00573865 0.999905
0.038 -0.00606084 0.999923
0.039 -0.00638226 0.99991
0.04 -0.00671176 0.999895
0.041 -0.00705215 0.999899
0.042 -0.00740263 0.999894
0.043 -0.00775461 0.99987
0.044 -0.00811832 0.999847
0.045 -0.00849143 0.999841
0.046 -0.00886816 0.999796
0.047 -0.00925768 0.999811
0.048 -0.00966455 0.999806
0.049 -0.0100545 0.99974
0.05 -0.0104733 0.999756
0.051 -0.0108995 0.999755
0.052 -0.0113212 0.999717
0.053 -0.0117627 0.999692
0.054 -0.0122086 0.999657
0.055 -0.0126565 0.999601
0.056 -0.0131242 0.999625
0.057 -0.0135891 0.999546
0.058 -0.014079 0.999598
0.059 -0.0145653 0.999551
0.06 -0.0150587 0.999491
0.061 -0.015573 0.999483
0.062 -0.0160674 0.999365
0.063 -0.0165846 0.999361
0.064 -0.0171105 0.999308
0.065 -0.0176662 0.999344
0.066 -0.0181834 0.999201
0.067 -0.0187501 0.999174
0.068 -0.0193053 0.999146
0.069 -0.0198837 0.999176
0.07 -0.0204658 0.99906
0.071 -0.0210322 0.999001
0.072 -0.0216518 0.999016
0.073 -0.0222168 0.998837
0.074 -0.0228375 0.998776
0.075 -0.023447 0.998683
0.076 -0.0240855 0.998739
0.077 -0.0247091 0.998611
0.078 -0.0253578 0.998606
0.079 -0.025979 0.998428
0.08 -0.0266465 0.998259
0.081 -0.02732 0.998331
0.082 -0.0279949 0.998177
0.083 -0.028655 0.998127
0.084 -0.0293522 0.998053
0.085 -0.0300326 0.997877
0.086 -0.0307231 0.997725
0.087 -0.0314567 0.997733
0.088 -0.0321849 0.997686
0.089 -0.0328918 0.997533
0.09 -0.0336423 0.997382
0.091 -0.0343911 0.997339
0.092 -0.0351282 0.997264
0.093 -0.0359075 0.997204
0.094 -0.0366394 0.996862
0.095 -0.0374383 0.996832
0.096 -0.0382086 0.996735
0.097 -0.0390055 0.996655
0.098 -0.0398054 0.996485
0.099 -0.0405951 0.996255
0.1 -0.0414019 0.995963
0.101 -0.0422046 0.995974
0.102 -0.0430633 0.995781
