0 0 1
0.001 -2.98847e-06 1
0.002 -1.19539e-05 1
0.003 -2.68965e-05 1
0.004 -4.78157e-05 1
0.005 -7.47124e-05 1
0.006 -0.000107587 1
0.007 -0.000146428 1
0.008 -0.000191268 1
0.009 -0.000242069 1
0.01 -0.000298777 0.999999
0.011 -0.0003616 0.999999
0.012 -0.000430418 0.999998
0.013 -0.000505023 0.999997
0.014 -0.000585812 0.999997
0.015 -0.000672609 0.999992
0.016 -0.000765286 0.999989
0.017 -0.000863678 0.999993
0.018 -0.000968593 0.999986
0.019 -0.00107891 0.99999
0.02 -0.00119569 0.999982
0.021 -0.00131811 0.999979
0.022 -0.00144713 0.999976
0.023 -0.00158135 0.999972
0.024 -0.00172138 0.999967
0.025 -0.00186857 0.999954
0.026 -0.00202027 0.999954
0.027 -0.00217893 0.999955
0.028 -0.00234366 0.999928
0.029 -0.00251339 0.999921
0.03 -0.00269056 0.999915
0.031 -0.00287264 0.999886
0.032 -0.00306154 0.999879
0.033 -0.0032561 0.999872
0.034 -0.00345555 0.999829
0.035 -0.00366293 0.999823
0.036 -0.00387502 0.999792
0.037 -0.00409076 0.999753
0.038 -0.00431905 0.999761
0.039 -0.00454718 0.999754
0.04 -0.00478551 0.999692
0.041 -0.00502733 0.999653
0.042 -0.0052761 0.999618
0.043 -0.00552837 0.999626
0.044 -0.00578825 0.99953
0.045 -0.00605346 0.99951
0.046 -0.00633055 0.999477
0.047 -0.00660614 0.999374
0.048 -0.00689081 0.999413
0.049 -0.00717967 0.999356
0.05 -0.0074779 0.999274
0.051 -0.00778131 0.999196
0.052 -0.00808651 0.999205
0.053 -0.00840233 0.999176
0.054 -0.0087219 0.999043
0.055 -0.00904997 0.998939
0.056 -0.00938091 0.998875
0.057 -0.00971966 0.99882
0.058 -0.0100654 0.998629
0.059 -0.0104135 0.998601
0.06 -0.0107631 0.998591
0.061 -0.0111401 0.99834
0.062 -0.0115052 0.998359
0.063 -0.0118798 0.998069
0.064 -0.0122649 0.998085
0.065 -0.0126431 0.997908
0.066 -0.0130359 0.997863
0.067 -0.0134409 0.997572
0.068 -0.0138474 0.99745
0.069 -0.0142509 0.997357
0.07 -0.0146714 0.997236
0.071 -0.0150878 0.997023
0.072 -0.0155129 0.996912
0.073 -0.01596 0.996703
0.074 -0.0164046 0.996501
0.075 -0.0168323 0.996323
0.076 -0.0172976 0.996277
0.077 -0.0177533 0.996076
0.078 -0.0182167 0.99574
0.079 -0.0186776 0.995561
0.08 -0.01916 0.995332
0.081 -0.0196478 0.995016
0.082 -0.020127 0.994816
0.083 -0.0206275 0.994542
0.084 -0.0211407 0.994248
0.085 -0.0216386 0.994063
0.086 -0.022159 0.993714
0.087 -0.0226747 0.993434
0.088 -0.0232053 0.993124
0.089 -0.0237334 0.992814
0.09 -0.0242846 0.992336
0.091 -0.0248207 0.991815
0.092 -0.0253525 0.991774
0.093 -0.0259186 0.991334
0.094 -0.0264844 0.991117
0.095 -0.0270478 0.990578
0.096 -0.0276251 0.990124
0.097 -0.0282269 0.989739
0.098 -0.0287672 0.989176
0.099 -0.0293906 0.988924
0.1 -0.0299913 0.988604
0.101 -0.0305852 0.987986
0.102 -0.0311807 0.987534
0.103 -0.0318123 0.98716
0.104 -0.032425 0.986374
0.105 -0.0330593 0.985962
0.106 -0.0337061 0.98572
0.107 -0.0343127 0.985036
0.108 -0.0349738 0.984132
0.109 -0.0356437 0.98367
0.11 -0.0362993 0.982735
0.111 -0.0369642 0.982362
0.112 -0.0376417 0.981777
0.113 -0.0383143 0.98095
0.114 -0.0389968 0.980156
0.115 -0.0396973 0.979876
0.116 -0.0403998 0.978874
0.117 -0.0410881 0.978657
0.118 -0.0417976 0.97769
0.119 -0.0425168 0.97689
0.12 -0.0432182 0.975969
0.121 -0.0439341 0.975142
0.122 -0.0447338 0.974016
0.123 -0.0454487 0.973473
0.124 -0.046182 0.972744
0.125 -0.0469537 0.971603
0.126 -0.0476955 0.971123
0.127 -0.0484544 0.969871
0.128 -0.0491619 0.968694
0.129 -0.0499785 0.968102
0.13 -0.0508064 0.966745
0.131 -0.051552 0.965579
0.132 -0.0523365 0.964757
0.133 -0.0531915 0.963358
0.134 -0.053975 0.963004
0.135 -0.0547767 0.961726
0.136 -0.0555924 0.960612
0.137 -0.0564406 0.95906
0.138 -0.0572578 0.957721
0.139 -0.0581165 0.957062
0.14 -0.0589211 0.955766
0.141 -0.0598029 0.953903
0.142 -0.0606025 0.953269
0.143 -0.0614829 0.951667
0.144 -0.0623334 0.950695
0.145 -0.0632137 0.949528
0.146 -0.0641524 0.946938
0.147 -0.0649718 0.945882
0.148 -0.065921 0.94466
0.149 -0.0667936 0.942808
0.15 -0.0676804 0.941855
0.151 -0.0686351 0.940076
0.152 -0.0695366 0.938979
0.153 -0.0704608 0.937149
